,sentiment_label,text
181,1,new exynos chipsetbut experience fantastic iam gaming userso first review normal users1very importantly battery stand strong competitors2display though lcd hd  viewing angles3 love side mounted fingerprint power button may difficult new smartphone users4camera though great price point stand stronger competitor four cameras5colour variant  even optional user three course two usual color one slightly different colors6speaker usual loud great since competitor atleast give surround speaker price point clarity sound greatbut bass lover wouldnt love speakers7actually expectation reality  exynos processor changed opinion processorit great u definitely love it8 one ui stand apart competitorsespecially mi ui ad mi phonesit experience review phoneif iam wrong point people comment correct one user buy better smartphonetq
182,1,battery backup  battery backup  feature helpful tap wake screen eye comfort shield dark mode dolby atmos transfer massage contact setting note app data easy old   overall experience
183,1,latest android 11 device expected respect  quality   general use 6gb ram128gb android 11 box important security software complianceupdates londer time  camera excellent battery life 25 3 day non gaming sparse content viewing better cheap chinese wannabe quality come  reliability amd latest android 11 even though may nominally behind specification two
184,0,total waste money  working properly got replaced issue still presist rwolved near futurei may buyer receiving issue bit getting issuein phonepe enter upi pin keyboard number cutting half sizethat issue heating onsound tone changing automaticallyloud speaker working call voice come laud speaker call
185,1,price range ok got big billion day offer 8500 price category  goodscreen battery goodcamera quality averagelots unwanted application preinstalled uninstall itthere back cover screen guard boxphone feel little heavierits ok minimal usage heavy  user
186,0,option consider price range everything   problem also like processor bit slow see small lag bw input output much heavy width also much definitely dont look like 2021 model  bcz weight width phn specially technology advanced slim light weight phns available market took like phn 2015 something screen performance definitely upto markim student generally use laptop much work us  little cant give much detailed review everything yeah say one thing student definitely serve purpose buy
187,1,budget friendly   earlier m31s stopped working suddenly order backup lockdown purchased one budget friendly bought sale  size launched lately speed memory sync however camera finger print scanner big turn dont go camera pic main purpose use often
188,1,budget  got 95kit deserves 9k brand selling  pricebattery backup primary reason buying this48 mp camera give  quality pic faked increasing mp camera without actually improving image quality4 camera useless anybody would use one camera better give one camera  quality rather give 4 average camera
189,0,worst  ever used worst  ever seen build quality really poor speaker would give night mare cant hear  even pocket speaker toooo low would definitely recommen  instead opt mi anyother brand would get ton feature price feel regret buying
190,1,average  using  2 month would say ordinary  adult average usersas said average   call clarity user interfaceoverall  quite slow wont feel like 4g ram even contact search take secondscamera average 48 mega pixel upto mark used 48 mega pixek redmi note 7 pro video clarity bad selfie camera worstmacro lens clearirrespective apps use slow dont play game sure suitable playing heavy gamesbattery  come 25 day normal usage best eldersdisplay okayside mounted finger print sensor coolprice quite high drawback
191,1,think choose buy   battery better phonesthe performance upto mark camera doesnt look like 48 pixelwriting 48 pixel camera 6gb ram experiencing level performance based spec raise doubt samsungdefinitely compare  marking purchase decision
192,1,galaxy m12 grand   purchased  galaxy m12   replace preforming  using  last one monthit lovely appearance decent storage capacity quick data retrieval capability  battery life camera performance commendablei recommend  galaxy m12   looking    decent performance
193,0,sorry dont buy first time faced problem online purchase 10 day  display nit working acko insurance party collecting told go service center repair reimbursing invoice amount going add bank detail difficulty ifsc code till today  ready possible online update
194,0,waste money poor battery performance  becomes hot using 10 minute poor battery performance around 810 minute 1 battery consumed browsing app music video played  thick heavy hold brings pain finger hand blamed weight already mentioned case description never expected
195,0,terrible connectivity network  data hotspot also ui userfriendly trouble network connection  data access hotspot alsouser interface also userfriendly heavy handle prolonged usegecall recorder toggle switch also found call screen buttonsnot even gesture available emergency torch light available notification switch panelconnection issue faced browsing youtube thumbnail showing facebook buffering play video scrolling got struck repeatedly even browser app update also could complete even several attempt playstorebattery backup performance also satisfied even 6000mah capacity configuration 6gb ram 128gb storage availablevery embarrassing experience new  galaxy m12 3 year smooth usage present deviceredmi y2
196,1,heavy weight  decent lookfor money range expect highit flexible parent youth think twicebattery life  fingerprint perfectface unlock light sufficient work goodin low light bit late worksmain drawback weight  bit heavyfront camera decent image daylight observe noise imagesomething back camerathis review purely experience m12
198,0,processing speed slow internet working bad battery life  camera quality average like 13 mp front camera like 2 mp fingerprint reader working without touch finger hold hand finger print reader trust read part hand problem processing system low  internet speed slow low network internet worked show processing
199,1,featured  smart  budget pocket friendly budget phn facility plus  brand  choice buy without doubt want  battery life  picture quality  camera also lagging game  processor ram overheating issue budget best budget pocket friendly  cant expect budget
200,0,working bought   6 month purchase one day got heated hand went blank went  auth repair told mother board corrupted need get changed covered warranty warrenty asked 9000 repair choice leave way lost 110000 r never buy   ever
201,1,great  budget range  work rather smoothly decent battery life last entire day charge 47 midnight camera performs well price except camera quality dark grainy could better weight add build  one speaker grill right side  excellent audio would recommend 1010
202,0,24ghz band wifi supported except single band wifi rest fine see  description doesnt say much wifi band support said support 24ghz bandi complaint others stuff except  bloat software bundle many non essential package cant uninstall
203,0,waste money expecting  dear writing review honestly may user get benefitted thisi used 3 week would say clearly waste hard earn money pro batterycons 1heavy bulky2 adjustable single hand selfie4 camera front worst quality time grainy pic beautification5 back camera also produce worst quality6 processor much heavy user7 many time screen lag hangdear would batter purchase resume dalne opportunity price segmentif use zoom app go snapdragon process 700 option virtual background  medium tek processor muchi wnna back  window close  purchased glass guard cover option left pl dont buy   create waste  camera
204,0,hurting fan nowadays big  fan nowadays  making  capable compete  price range mid range wifi 5 give amoled screen nowadays amoled normal camera  ok price range battery life  giving preloaded apps uninstallable buy choice add 115k go company  coz nowadays   getting hang problem 6 month later m20 problem
205,1,perfect budget  non gamers fingerprint reader really  quickbattery life  toocamera quality decent since much photography goodprocessor isnt powerful enough run heavy game dont play heavy game  perfect meabsence secure folder kinda heartbreaking nothing cant manage
206,0,support seller mix galaxy m21 m12 come next next search m21 price 6 gb varient m12 4 gb m21 also problem m21 super amoled full hd latest processor comparison realized unboxing screen looked ordinary running  lag move one function next glaring even brand new reported  could help seller support page computer generated one run circle basically way contact seller postal address today world even going work tried seller website reply willing pay since partly mistake feel cheated price decent  start slower 4 yr old current  seller could help
207,1,value money   galaxy m12  choice customer looking  smartphone r 15000 smartphone offer quadrear camera hd display backed 6000mah battery easily last two day camera quality real  fingerprint scanner fast responsive sound quality betterhowever  heavier side come clear case headphone might want add  screen guard case thank
208,1,worth money using device secondary  office purpose camera  come bloatware every time security update bloatware apps reinstalled delete againperformance disappointing  slowdisplay ok noticeable light leak panel visible screendevice heavy thick long length making hard use single handi using secondary device use office apps like m team outlook office admin portal app give company complete root access device using office communication purpose glad primary devicesave money go device one would even recommend gift elderly heavy thick slow
209,0,poor performance compared specification fingerprint sensor often doesnt respond without reason  go deep sleep mode go 35 cycle restarting automatically start working update available getting installed properlycalled service center several time response received appears faulty productcamera appears  compare quality pic model  quality average
210,0,non slippery surface waist money mobilemobile  secondary usage non slippery surface  thingyou change video quality apps like utube  prime etcworst displaycamera display touch quality goodheavy weight 220gmnotego another  latest configuration
211,1,preliminary first impression feedback mixed response  feature used monthbattery fast charge  battery really last  heavy due lenth  long chance fall pocket isnt deep enoughtakes  230 hour chargekey pad sensitive greattouch lockfingerprint senser isnt upto mark used honor 7x sensor far betterscreen size impressivecamera
212,1,dont fall 90hz budget  job dont fall 90hzits gimmick higher refreshing screen   work smooth  app dont even work properly scrolling apps stutterand junk automatically downloads unnecessary apps make  even slowerplease go smart  rangeand reading review 2021 please never consider  20k brand go mi moto realme oppo vivo get want
213,1,short review  got excellent battery backup beastthe display also best camera okok quality ie average quality u zoom little pixel decreasesthe face regonization bad doesnt work move ur face 12 cm distance  worksno complain regarding fingerprint work smoothly sound speaker quality sound overall except face regonization  perfecti gifted  maa happy  cost 9999 perfect
214,1,best range used week nowso detailed reviewpros1  battery life3 fast processing4 nice sound5  fingerprint scannerscons 1 average displayvideo quality sucks2 big hand3 screen soft break 23 fall4average camerago m21 2021 edition better cameram12 quad camera use
215,1,overall nice smartphone   price segment overall decent performance camera really   showcase true 48 megapixel even front camera quality goodbattery wise thumb upcharging time 2 230 hr 0100 give 1 day battery backup even heavy usagedual 4g volta dual standbyscreen quality preety goodit heavy phonefor business purpose recommend phoneoverall 810
216,0,worst medium could loaded dear  customer serviceam shailendra prime member amazoni purchased    m12  portalbut received faulty phonewhere unable hear voice callsrequested  replacethey called undergoes test mobilefinds fault ordered replacement 9th monthtill none technician delivery pickup agent cane replaceam herewith attaching screenshot referencerequesting  technical customer service team sort issue earliest
217,1,battery  price  honest review could 25 considering performance camera quality yet im giving 5 buy  budget best option 6128 model top brand 13500rs  deal top priority always battery back amused battery back looking  strong battery back limited budget go otherwise youll disappointed
219,1,front camera upto mark medium could loaded   price battery life long last upto 2 day simple task itprocessor goodbut one thing mention looking  camera quality  front camera  picture quality ruining zoom overall   except camera
220,1,think first  worth purchaseand best budget promise samsungfor normal user epecially middle aged one new android experiencing one better choise branded non chinese mobileperfomance 1camera quality primary camera best give awesome click impressed secondary repeat budget based handset samsung2finger print reader take second time wide range fast3battery life awesome word sayand fast charging 15wa negative portion weight weight 221 gm heavier noted  introduced m21 model specification perfomance carrying monster typical battery 6000 mah weighing around188gm lite weight easy handle remember prize differenceoverall conclusion  worth money completely satisfied much moneyso expectation thank samsungand especially thankyou  best service
221,1,u wish satisfy everyone bought  last 5yearsthus oppo vivo optionmy first   metronow  galaxy m12user interface goodthe  barely loos charge idle used via wired earphonessatisfied till
222,1,got extra 1000 go upper model giving 3 star because1 got 24 ghz wifi card 5 ghz wifi work modern day fiber internet wifi chance wont probably compatible device2 say 48mp camara best camara regarding spec dont understand got 4 camaras 3 barley average term qualityif extra thousand go m30s seriesi understand  stuff cost cutting marketing also m31 one better also random apps download  app store dont force stop  app store
223,1,go better addl 2k  battery back upsound picture could better priceunable make credit card payment  state version 183my prior  bought 4 year agowithin week timephone cost haslow camera qualityhanging issue unfortunatetechnician checked advised replacement agreed issuesdont see option return please stay away folk
224,1,whatsapp compatible camera low quality faced least 2 bug using  whatsapp1 capturing image send button available screen2 able send message anyone apps working fine us internet connectionsamsung whatsapp developer please look thiscamera quality average near poor
225,1,affordable  great feature beyond expectation affordable  budget great feature loaded  latest android 11 great camera  battery life exynos processor ip display 90hz well built  easy use gaming lot memory store medium file document timely delivered thanks  fast delivery
226,1,heavyweight  camera  brand name none heavyweight  camera  brand name none brand like infinix asus  use  looking special dont go famous brand please use welcome new brand function really know use  use 15 k rupee dont waste lot money costly
227,0,brick worthy bought brickthe  heavy brickslow snailcamera quality worstinterface seems oldprice avgamazon return policy wont allow return biggest disadvantagei insist potential buyer avoid going tempting offer device n go mi realme way better feature n feel price segment
228,0,dual band wifi 25ghz much disappointed benefit get 6gb 8gb ram come  provide dual band wifi mean getting low internet speed single band wifi feature much disappointed big drawback even lower price  giving feature m12  smartly avoided mentioning  description
229,0,worst  seems like im using 10 year back  super heavy resolution  eye pain camera bad yes given 6000 mah battery take 2 hour charge fully battery work like 6k mah batterydoes expect  huge market nowadays compare apple worldwide
230,1,recommended think  great  display ui come 6000 mah huge battery charging quick 1 thing come negative camera camera doesnt seem like 48 mp struggle low light front camera also suffers problem certainly go ok standard camera  delivery excellent
231,1,best affordable   till date medium could loaded best cost brand like  display resolution hd 90 hz battery life awesome last 2 day camera disappointing though isnt gcam available yet silicon case box one ui best ui ever used yet fast update 15 watt charger included take almost 2 hr full charge last almost 2 day
232,1,nothing far opinion concerned feature ok drawback feature are1 m12 super amolrd screen2 back fingerprint covenient side3 camera quality hifi models4 bike mode given helpful ehile driving5 charger model different series  battery 6000 mah
233,0,ok budget  made china purchased junewhat likebattery power charge 2 day mediumto heavy user big thumb storage capacity navigation speed made chinawhat dislike quite heavy eye hurt within 3 hour never happened  used far 10  really cheap dont know  make eye hurt particular fan eye comfort shield feature big minus point camera truly accessory well anyway didnt buy  camera expectation already low quality pic even lower expected screen resolutionif  want budget secondary  made china one  enough sceptical performance exynos processor never used one seems alright far
234,1,battery multimedia monstar baught  23days use fill like display flickering issue raised complaint technician visited  told everything fine 45 day later feel like choppy lagging problm flickering issue called customer service told replacement policy insisted agreed replace satisfied phonephone smooth go developer option set animation scale 05x everything smoothbattery monstar 6000mahdisplay tft panel  alasy winner display departmentte display show deep black samoled panel better mirealmeoppovivophone heavy manageablecameras decent enough te price rangei bought 8550i happy device nownow let see happeni writing review 15 daysplease check tw device buyingthank
235,1,budget   basic function got  7749 exchange bank discount rate branded  may come android 11 far  still need check respect basic function working fine
236,1,budget  best prosexcellent display price even lcd  expertiseface id fingerprint sensorone ui nice smooth feel modernusbc chargerlong battery lifeconsphone weight high 200 gsamsung bloatwares present make continued attemps trick installationcamera fairly average little improvedno fast charging supportoverall  budget buy looking non chinese budget smartphone
237,1,couldnt meet expectation expected lot   price segment buying totally regret reviewer would like post pro con observed mobilepros1 long battery life2 advanced feature available  ecosystem like disturb driving etc3 fastly unlock  using fingerprint scannercons1 total weight mobile2 camera quality seems like 48mp cam3 display quality also good4 face unlock useless feature mobile5 last least worst thing processor walking turtle would better performance speed processorif anybody like buy  price range go either redmi realme brand really satisfy lot redmi user fully satisfied feature thats recommended brand
238,0,performance smooth liked  battery last long even tool 6gb ram version  little sluggish performance may chipset great performing daily task one ui great even 120 refresh rate found  performance upto expectation comparing old redmi  liked unnecessary apps getting installed like redmi camera great battery life awesome
239,1,worth price review using monthits battery backup quite impressive camera  could simpler interface gaming person per experience working smooth yes sometimes sec might slow overall worth price
240,0,hang frequently happy received havent spent money china  within 10 day started regretting started hang frequently thats annoying havent added extra memory card using  one sim return policy 7 day started hanging 9th day
241,1,support 5ghz wifi band awesome  ruined biggest lack important basic feature great battery life camera ui life reputationgreat spec round thing vary support 5ghz band wifi 5g wifiwhen buy  great spec real shame thing slowing lack fast internet speed due hardware limitation support 5ghz 2021
242,0,dont expect much basic low end smartphone justice price price nothing great expectedits low end  everything  average except batterybad ambient light sensor decent camera decent amount output cheap charging cable bad qualityexcellent batteryexpensive  outstanding performancecheap  get pay
243,1,monster 3 day battery bought mother   monster battery backupprosbattery 6000 mahandroid 1190 hertz display8 nm processorrear camera 48mp sony imx sensordisplaycall quality4 year ota update supportno lag issueconsspeaker great gest louder shrillprotection cover included box8mp average front cameraps   best  gift loved one
244,1,overall beast  according battery backup positive point 1 battery life massive 2 fingerprint reader fast3 best price segment4 non scratch poly carbonated back5latest android6 real 48 pixel camera7  knox security best ever safety malware virusnegative point1if like camera  dont go bcoz doesnt click selfies like oppovivoetc give real pixel picture2a bit heavy phoneoverall  awesome segment apart selfies heavy weightgo need massive battery back real 48 mp camera
245,1,mid level range overall  ok 6gb 128 gb variantsome advantage there1 price getting  phone2 till heat hang3 till battery backup good4 video quality also good5  processorsome drawback there1 data cable small2 charging notification light showing charge full check manually3 camera yo mark like true 48mp4 notification light missed call anything5 return policy
246,0,think twice buying using  past 3 month never played heavy game  use attend call social medium watching video listening music clicking picturesim using vodafone jio sim im facing issue vodafone signal whenever ill get call use disconnect inbetweencamera performance bad im happy battery performance 6000mah battery charge  everyday consume lot batteryand  little heavy buy additional cover screen protectoronly charger type c cable available along
247,1,value money writing review using device 10 daysit   price range battery life awesome last 3 day full charged normal usage speed also  work well daily usage camera best feel like 48 mp 65 display impressive give amazing video audio qualityoverall liked one highly recommend buy
248,0,dont buy go  m21 using  m21 also 2 family member using modelso thought buy m12 father1 biggest disappointment displaylooks like old age mobile2 camera ok ok3  thing battery 4 cheap plastic body5 heavyweight6 go  m21 better
249,0,dont like camera quality poor display quality model listed exchange model list also funny  sold  arent considering model exchange kind business ethic model listed flipakrt exchange model
250,0,advertised contact book large around 700 contact yet take couple second load didnt happen previous  even though less powerful device although 4 camera back portrait mode completely nonsense previous  2 camera back yet portrait mode thousand time better fingerprint sensor power button real pain use  cover
251,0,waste money writing review usage 25 day one worst   made multiple issue charging speed much disappointed taking lot time charge main issue facing  battery slow charging quick battery draining  heat charging well normal usage condition charging  heat extent one may feel could blast
252,1,basic knox secured   decent  9000 bank offer processor display upto standard given  knox security little complain  strictly old people need secure  day day usage like messaging calling etc recommended user want lot multitasking gaming
253,1,value money buy  diwali offer rs9500 30 oct 2021for price  worthy enoughnow nearly 20days usagepros1best battery life even heavy usage hold day amazing2rear camera show real face color tone without additional filter way love it3display enough90hz awesome4fastest fingerprint reader segmentcons1front camera bad well  tooaverage selfie loversbut like onenote mainly2processor something make  laglag popup keyboard goodif bug need fix immediately3asking update apps may  launch day march 2021im  fan better option rateif love  buy without second thoughtapart best  daily moderate usersok heavy usagefor hour
254,0,great regret purchase bought mother list dont like1 heavy dont buy old people2 camera shaky output great dont know given four cameras3 much useless  apps galaxy item interrupting able disable
255,0,expected  cheating people marketing big number  specification paperin reality every specification subparcamera quality see  released 20122013 like galaxy grand 2battery advertised 6000mah actual give result 3000mah batteryprocessor utter crapseeing  first initial setup lag like anythingdisplay quality feel resistive touch era phonesscreen show bleeding symptomsi wish return policy instead replacement
256,1,kam daam main bada dhamaka hand  perfect want day day use decent gaming experience also security wise  one actually purchasing  watched many video youtube amzon using day think  average person want compare  device think avoid buy   also using high end device time also think purchasing  personal opinion think   excellent camera battery life also performance wise  day day use itne kam daam mai  ka bharosa aur nonchinese device wo bhi made india go im sure  disappoint
257,1,buy device heavycamera quality poorscreen quality poor compare othwr device marketfast charging okbattery backup also oki would recommend try device segment like redmi mi poco
258,0,average lot doubt purchase seeing negative review lying experience  m12 really exciting  battery backup display even though 720p bad look screen brightness optimum ram management  day day apps havent found lag havent tried playing game battery last 2 day normal usage 1 day heavy usage take 3hrs fully charge great  true monster update using nearly 6 month im facing proximity sensor issue found common midrange  device im planning change  never going another  device minor stutter even using light apps like youtube battery life still awesome
259,0,bad hey honest review side thought   would great dad isnt great battery life isnt  battery go 50 drain really fast talking camera quality isnt  expected picture look grainy finger print reader doesnt accepts finger sometimes put cover  even harder use finger print reader   feature ya talk price  11k perfect
260,1,affordable battery lasting camera gem prosgreat battery life upto 2 day minimumgreat camerasuperior smoothness usability4gb ram multitaskingbuilt feel phonei use  primarily clicking  photo website business call personal level powerful battery camera save time give hassle free experience use sort video image editing apps requires lot ram usage  never crashed far also well gaming hard core gaming may sluggish price perspective  ever needconsface detection unlocking take atleast 3 second react fingerprint sensor comparatively faster little annoying time
261,0,dam waste  lost 13499 r choosing  please buy   galaxy m12  generating much heat operate  normal condition kept order return authorized technician came decided  working normal compliant much heat generates handset case could take call operate  return policy replacement also happened much disappointed  service lost 13499 requirement fulfilled
262,0,worst  dont throw money heavy  peculiar problem   always hung state want use outdoor day time cant see anything bon screen screen shot need put extra floating menu screen irritating compass app run  lack sensor friend dont buy chinese  far far better also purchased avoid chinese  repaint since sep 21 using worst  ever
263,1,camera new year christmas day special status quote wish happy new year gif image happy christmas status wish whatsapphappy christmas day hindi status happy christmas status gif image picture happy new year merry christmas statusromantic new year status massage happy new year gif image picture animated happy new year romantic love statushappy new year shayari hindi happy christmas day 3d gifs merry christmas status quote merry christmas status quote saying top 15 happy christmas day gif image happy new year 2022 gif image picture
264,0,dont buy  1camera quality poor back front both2 battery life short 8 hours3 unable take screenshots4phone hang typing5 pubg lover dont buy working properly6 display quality ugly playing game 7  heating charging using tym both8 taking 34 hour charging
265,1,value money smartphone  boast 48mp camera picture quality mark looking smartphone mother price range 911 k confused resmi 9 series  m12 finally decided go  since  resale value battery life amazing since mom us  basic function like call watching video youtube social medium battery last easily 3 day full charge
266,1,great  proson internet found  heavy little bit looked like sturdy mobilegreat rear camera quality  front camera qualityultra quick fingerprint sensordescent battery life indeed suggest use  mildly charge battery 8595 least 1 week use  mostly youtube social medium using battery last 25 3 day sometimes 35 day wellconsface recognition slow wont need use fingerprintnot meant highend gaming cause sometimes frame dropsbtw purchased  r 9499
267,0,go option mark many cons1phone ram management  hang much 90hz screen show whenever u set screen 90hz start hamging2 vga camera better 48megapixal camera3when start  setup hang restart 2 time suggest dongo
268,0,worst processor ever   bought smartphone mother knew would large application used  would need much processing  started freeze lag even application size 10 15 mb installed loyal  customer nearly 10 year time move thinki suggest  anyone get far better  cost
269,1,within budget fingerprint reader battery life camera  compare others within budget decision clear purchasing would buy  within 13000 purchased opinion one budget go ahead dont thing read negative review
270,1,solid overall performer fingerprint reader placed ideal location work without fail battery life really  even though take long time charge  camera quality primary camera  everyday use design  wobble protruding camera built quality feel solid fingerprint smudgesi experienced jitter nothing complain calling wifi facility work  earpiece quality decent issue proximity sensor though lack bell whistle competitor well nothing extraordinary write actually  nothing extremely negative write buy work supposed also trusting  brand name data privacy
271,1,great budget smartphone  great budget smartphone samsunggot bit worried reading negative review  display camera didnt fail  great battery life display look awesome camera normal neither extremely extraordinary disappointing overall camera satisfactory price ram processor give smooth performance dont get worry bullshit negative review people want gold price brass go
272,1,audio output low gone many review  ive seen anyone talking sound quality maybe handset working absolutely fine maybe particular handset troublesome anyways since got  hand couldnt explore much overall experience  mark purchased samsungs  hoping get amazing performance company reviewer mainly youtube reviewer claimi technically sound person digest every single term  company manufacturer use day still ive gathered little bit knowledge experience using various smartphones long 1112 yearsi got model galaxy m12 exchanged redmi 8a dual much worse sound pretty loud medium sound ringtones call sound etcfrankly speaking ive checked gaming camera feature way sound quality id recommend experience buy  possible
273,0,meh    price responsiveness screen touch little wanting battery  expected last day half moderate usage camera great pain select toggle setting really look hard realise high resolution image purchase m12 feel really premium compared  price difference time purchase 2k
274,0,poor quality camera memory firstly  cc inefficient handling query series wrong communication chat support  support email yet answered since 8 day  m12  64gb 5052gb available remaining 1213gb occupied system 4gb ram 18gb approx occupied system camera quality poor  hang much like unlock  take 1015 sec display clock navigation icon notification panel etc  heat use gdrive map hotspot screen body delicate plz think much go upset frustrated  cusromer sameer
275,1,budgeted  ever budgeted  6 gb 128 gb storage variant  battery backup awesome took 335 hr full charge happy front camera quality awful night slow motion capturing feature rear camera better daylight  night happy side touch sensor took many attempt sometimes unlock overall happy using navigation sensor battery backup performance   compared brand
276,1,outstanding great  money thankfully chinese there peace mind using banking apps apps warrant security non chinese server camera screen everything  get money software way chinese offer
277,1,little heavy use one month sayexcellent battery life sound quality  easy handle due heavyness bcos 6000mah battery fingerprint sensor  camera quality  expected 48 mega pixel front camera  overall experience till  want give 5star one star less due camera handling
278,1,best expect much   camera supposed far better lyf wind regretably par could sell lower end  range may 7000 max 7500 beat many local brand yet satisfactory giving 4 starfeed back sold old wind lyf  r 1350 small dealer r 450 exchange value fair
279,1,absolutely satisfied modile like searched review mobilejust keep two thing mind choose buy mobile1 low range  user u trying buy high range  perfect  exotic feature perfect price like 105002 high range user  price 15000 little low campares m12 m12 give best performancesyou cant compare  10500rps  15000 put plus money come feature thats differenceso must compare feature price tag scroll review performance  like conclusion review  sothis kind feature price absolutely worth performance damn  every feature last final finger print sensor exotic feature  work like damn girlthank
280,1,overall bad  picked budget category day day need well im disappointed choice great package offer price point keeping need mindhowever  sluggish response youre looking performance  kindly stay away disappoint youhope review help prospective buyer
281,1,ok using since 5 days1 90hz display really smooth2 camera quality little better select 48m camera setting really  one photography3battery backup  gamer4 heavy carry using back cover feel almost 500 gm me5 voice clarity really good6 4g speed awesome7 overaally nice
282,1,budget  bought  week agobudget  people need  smart  lower rate  battery backup 6000mahphone heavy screen bigger  watching moviesvideosnegative keypad showing fully using upi  appotherwise  goodwill write review using time
283,1,1 week use  fantastic price tested battery life heavy user easily last day day half light user last 2 3 day also camera decent front camera ok low light case indoor lighting front camera pretty  seen  exact feature double price screen respectable pixely best ofc screen pretty smooth 90hz really nice smooth gaming  ok mean like told battery last long time thing applies gaming ofc battery run faster significantly faster playing actual game self decent highpowered game bit laggy  game work smoothly would give  4 star front camera could better
284,1,quality average 1 look feel   little heavier due 6000 mah battery2 camera quality  slow take time save picture3 fingerprint reader good4 overall performance slower5 battery support 2 day normal use
285,1,snapshot feature missing guesture snapshot got deliver 14th april using day find moto  better feature able take screenshot using power button vol button always show power restart emergencymotion guestures feature limited compare moto option 3 finger touch screen shot palm slide screenshot rest ok much imprressed
286,1,budget friendly monster ordered 2nd may got 5th may pretty much  come  really exceeded lot expectation regarding feature loaded thing disappointed size quiet fatto say really astonished battery backup huge  price range come 6000mah battery felt monster precisely cameraomgits  come 84mp quad camera 10x zoom super clear fingerprint reader mounted sidedown volume button awesome sens print even thin plastic sheet placed say great budget friendly must buy hand one list heshe looking monster 10k bracket
287,0,ok non regular user 1 begin battery life pretty  however take little longer fully charge phone2 front came pathetic rear camera ok basic usage3 fingerprint work whenever want everytime need remember  pinlock safer side4  got hanged twice within 15 day normal usage5 overall  elderly person someone low minimal user daily basis
288,0,worth buying bought new  mom 5th oct day recieved  issue camera quality checked confirmed  technician well also faced issue dialler tone making call sound dialler tone  replaced sent new  9th octthe new  issue camera issue dialler tone still raised issue  provided appropriate solution amazing service initiated refundi dont think   worth buying price range 10ki might prefer going realme mi vivo brand
289,1,non gamers perfect buy bought  mother secondary phonegamingbwas question needed  battery life goo calling supportpros battery life amazing  never heat matter whatits sub par processor normal job dont play install game use call mediaone ui clean make sure delete junk apps disable swing seevices90hz actually visiblecamera bump non existentthere wifi calling unlime lot people suggestconsheavy thick phonestutters give intense jobno 5ghz wificolours arent best price display could much better wont notice unless compare side sidefor 10k  buy light userif youre heavy user go poco m3 redmi note 10 micromax in1 ur budget 10k
290,0,bad bad bad  writing review using almost 1month using  please take serious buying return policy replacement available think twiceplease dont fall offer worst  ever always ask software updateheavy weightcamera quality poorbattery life poorsound quality poordont fall rat race
291,1,tooo  expected reviewing 2 month usage  little heavy compared   battery life  worth 6000mah dont play game use social medium social medium useage bit oke camera seriously 48mp  oke oke totally budget friendly
292,1,except fingerprint sensor cost believe  worth till hasnt shown problem everything work fine battery magnificent problem fingerprint sensor side top power button space small back cover flip cover cover fingerprint sensor partially device unlock
293,0,ear piece speaker working day one ear piece speaker working day one gifted  senior citizen using  speaker mode tell found using speaker talk time came know issue 7 day past return option available went  authorised service centre dont spare rectify problem still using  speaker expect quality big brand like  feeling disappointed
294,1,power efficient looking best  buy price rangeprosui easy operate fast based android onebattery  giving backup upto 10 hr heavy dutycharger 15w slidely charging fastdisplay power efficient size goodno heating issuesecurity review goodprocessor speed likely goodfingerprint sensor fast side mountedconscamera feature given like pro mode slowmotion fast motionphoto quality need advanceddevice little bit thik causing powerful 6000 mah batterydisplay bright also dark colour displaying expectedexpected amoled display  always given pastspeaker sound like  volume loudweight little bit heavy
295,1,910 big battery average camera got  delivered superfastt 3 day got asus max pro m1 exchanged must say terrific experience  gave close rs4500 3 year old  however must mention old  crack dent diminish value  working condition battery life best part  easily last 2 day moderate usage 1 full day gamer heavy user take close 2 hr charge fully coming con camera average disappointed buy  camera 90hz smooth overall would give  910
296,1,speaker output low bug box speaker output low notice consume medium using  speakerit bug touch screen box get fixed first updateit doesnt proximity sensorbattery life biggest positive normal usage get around 2 day battery life around 11 hour screen time
297,0,prepared
298,1,ok wala  built quality goodbattery super goodcamera expect  cost 10kphone lagging much 15 appsvery slow performancei gamer also dont play single game still device run slow
300,0,using  almost 4 months1  super fast company claiming infact slow sometimes2 fully charged battery stay 24 30 hour even heavy use problem time taken battery charging toooo long people busy schedule always face low battery searching charge 15 amp charger kaun deta hain samsung3 series bad reputation software essue faced yet except bluetooth sometimes turned automatically listening musicoverall price dropped 1000 r bought 10500 r buy sexy look work well
301,1,quality built  budget honestly  deserves rating 45 deduction 05 due certain minus missings like absence dual band etcoverall  feel extremely premium use high refresh rate reasonably fast zappy processor  primary camera etcanother major factor consider  extremely well built weight evenly distributed
302,1,using  year price 55for battery life 455for performance 45for storage 455for camera 45but sound 35now u know   budgeti bought 10000 apart sound range well
303,0,dont fall price lot look detail come back cover screen guard sim slot pincharger wire smalldisplay averageoppo vivo display far better comparativelysoftware bit laggy ease usesoftware feature great
304,1,m12 lagging slow true fastest  normal use  battery goodblazing fastdont read  review price point best fast   getcamera  normal use48 mpmacro mode goodcamera usage low light great8nm processor power efficientthe new  software fast user friendly people saying upi pin entering issuesbut found big issue small part number seen still type issueoverall  awesome
